decade,frame (verb--syntactic relation),support nouns,support noun counts,ground-truth emerging (query) nouns
1910,designate-dobj,"['person', 'place', 'class', 'form', 'officer', 'point', 'man', 'individual', 'line', 'spot', 'body', 'office', 'power', 'successor', 'people', 'system']","[2348, 2324, 1681, 1266, 920, 755, 660, 631, 504, 486, 468, 463, 442, 433, 421, 381]","['model', 'observer', 'sequence', 'file', 'device', 'speaker', 'level', 'stop', 'target', 'block']"
1910,destroy-dobj,"['life', 'power', 'city', 'bridge', 'enemy', 'house', 'soul', 'temple', 'church', 'vessel', 'ship', 'insect', 'store', 'building', 'body', 'child']","[23869, 12394, 8503, 7739, 7131, 5928, 5564, 5284, 4789, 4269, 4211, 4081, 3765, 3200, 3076, 3069]","['vitamin', 'equipment', 'satellite', 'aircraft', 'target', 'site', 'missile', 'threat', 'network', 'pathogen']"
1910,detect-dobj,"['sign', 'movement', 'point', 'source', 'case', 'line', 'form', 'shade', 'wave', 'man', 'enemy', 'spot', 'body', 'stone', 'person', 'sugar']","[2372, 1023, 848, 524, 447, 420, 418, 357, 345, 325, 319, 304, 258, 247, 247, 245]","['aircraft', 'patient', 'linkage', 'shift', 'target', 'complex', 'node', 'range', 'pathogen', 'level']"
1910,determine-dobj,"['point', 'form', 'course', 'weight', 'action', 'power', 'proportion', 'date', 'line', 'place', 'resistance', 'case', 'area', 'movement', 'life', 'source']","[18584, 10272, 9594, 8918, 7691, 6040, 5395, 4912, 4766, 4719, 3115, 2962, 2424, 1934, 1810, 1553]","['constraint', 'model', 'matrix', 'background', 'hazard', 'framework', 'target', 'support', 'match', 'shift']"
1910,determine-pobj_prep.by,"['court', 'rule', 'board', 'point', 'authority', 'line', 'formula', 'form', 'action', 'weight', 'judge', 'power', 'structure', 'commissioner', 'study', 'habit']","[2461, 1603, 1021, 868, 801, 792, 653, 624, 616, 593, 554, 518, 428, 424, 330, 325]","['goal', 'control', 'institution', 'sequence', 'chamber', 'model', 'field', 'circuit', 'constraint', 'user']"
1910,develop-dobj,"['power', 'system', 'life', 'habit', 'form', 'side', 'body', 'art', 'plate', 'organ', 'subject', 'personality', 'style', 'line', 'structure', 'man']","[15932, 6137, 3126, 2731, 2512, 1487, 1304, 1255, 1085, 949, 943, 941, 940, 873, 846, 777]","['map', 'level', 'objective', 'collection', 'goal', 'indicator', 'package', 'equipment', 'interface', 'failure']"
1910,develop-nsubj,"['power', 'system', 'life', 'egg', 'child', 'man', 'form', 'embryo', 'individual', 'organ', 'body', 'art', 'case', 'movement', 'plant', 'people']","[1261, 1173, 941, 713, 657, 646, 568, 512, 388, 377, 362, 349, 343, 301, 295, 278]","['network', 'model', 'scientist', 'soil', 'shock', 'baby', 'reader', 'fight', 'manager', 'book']"
1910,develop-pobj_prep.in,"['course', 'connection', 'case', 'form', 'life', 'child', 'proportion', 'body', 'man', 'cylinder', 'individual', 'place', 'school', 'book', 'circuit', 'stage']","[2528, 1684, 1339, 1132, 1029, 838, 800, 690, 677, 524, 460, 407, 375, 355, 314, 312]","['ref', 'support', 'rat', 'developer', 'mouse', 'framework', 'step', 'market', 'parallel', 'model']"
1910,devote-pobj_prep.to,"['study', 'subject', 'art', 'life', 'ministry', 'church', 'family', 'child', 'prayer', 'book', 'king', 'support', 'sport', 'defence', 'school', 'memory']","[19859, 11502, 4273, 4204, 2116, 1624, 1332, 1245, 1031, 915, 837, 795, 734, 711, 675, 616]","['theater', 'cane', 'objective', 'medium', 'area', 'security', 'film', 'goal', 'housing', 'hobby']"
1910,die-dobj,"['man', 'maid', 'game', 'sword', 'child', 'king', 'exile', 'life', 'soldier', 'woman', 'monk', 'person', 'people', 'son', 'subject', 'creature']","[4003, 1044, 961, 738, 619, 570, 473, 387, 384, 358, 357, 354, 336, 326, 320, 314]","['steel', 'floor', 'casting', 'area', 'maker', 'window', 'level', 'wall', 'material', 'movement']"
1910,die-nsubj,"['father', 'man', 'christ', 'mother', 'patient', 'child', 'wife', 'king', 'person', 'people', 'animal', 'son', 'brother', 'woman', 'body', 'friend']","[27203, 25081, 20472, 13709, 11001, 9788, 9040, 7562, 6395, 4467, 4086, 3976, 3365, 3155, 3066, 2276]","['mum', 'worker', 'engine', 'habit', 'grandma', 'pet', 'bob', 'employee', 'daddy', 'grandpa']"
1910,direct-dobj,"['course', 'step', 'movement', 'action', 'fire', 'study', 'life', 'power', 'measure', 'forward', 'patient', 'hand', 'man', 'officer', 'people', 'construction']","[17007, 10422, 10142, 5588, 2880, 2513, 1848, 1651, 1499, 1286, 1073, 926, 831, 725, 693, 680]","['film', 'user', 'sequence', 'episode', 'computer', 'mail', 'employee', 'support', 'center', 'actor']"
1910,direct-pobj_prep.by,"['authority', 'board', 'commander', 'commissioner', 'court', 'hand', 'house', 'king', 'man', 'officer', 'physician', 'power', 'president', 'priest', 'rule', 'teacher']","[345, 577, 200, 217, 1188, 814, 221, 202, 350, 940, 341, 298, 243, 218, 642, 363]","['director', 'sequence', 'hill', 'hawk', 'smith', 'miller', 'nurse', 'wood', 'control', 'hall']"
1910,direct-pobj_prep.to,"['point', 'subject', 'president', 'person', 'place', 'house', 'side', 'spot', 'study', 'source', 'officer', 'centre', 'king', 'sun', 'world', 'case']","[3048, 2911, 2195, 1063, 1004, 809, 616, 536, 486, 428, 373, 358, 269, 267, 253, 232]","['material', 'file', 'objective', 'level', 'site', 'teacher', 'market', 'cell', 'reader', 'target']"
1910,discover-dobj,"['place', 'source', 'sign', 'author', 'world', 'point', 'beauty', 'body', 'power', 'man', 'retreat', 'ground', 'form', 'enemy', 'spot', 'person']","[5289, 5150, 3328, 3232, 2966, 2808, 2402, 1935, 1848, 1826, 1808, 1726, 1620, 1610, 1511, 1486]","['student', 'goal', 'target', 'reserve', 'network', 'hazard', 'framework', 'core', 'universal', 'balance']"
1910,discuss-dobj,"['subject', 'point', 'measure', 'case', 'bill', 'form', 'system', 'prospect', 'paper', 'action', 'book', 'power', 'life', 'movement', 'bearing', 'art']","[23192, 9785, 2467, 2452, 1553, 1418, 925, 773, 646, 596, 535, 532, 427, 426, 371, 353]","['link', 'film', 'threat', 'background', 'security', 'framework', 'level', 'objective', 'goal', 'patient']"
1910,display-dobj,"['power', 'beauty', 'flag', 'banner', 'sign', 'arm', 'glory', 'form', 'art', 'structure', 'face', 'acquaintance', 'row', 'line', 'style', 'light']","[7165, 1921, 1835, 1656, 1151, 963, 877, 802, 557, 515, 491, 464, 416, 373, 372, 363]","['area', 'string', 'bar', 'menu', 'screen', 'panel', 'setting', 'date', 'palette', 'file']"
1910,display-pobj_prep.in,"['construction', 'form', 'window', 'case', 'action', 'light', 'life', 'field', 'structure', 'course', 'world', 'book', 'formation', 'place', 'house', 'room']","[961, 770, 741, 639, 588, 554, 496, 420, 349, 325, 324, 316, 274, 256, 248, 238]","['panel', 'classroom', 'bar', 'setting', 'cell', 'corner', 'pane', 'center', 'menu', 'area']"
1910,dispose-pobj_prep.of,"['case', 'body', 'stock', 'life', 'person', 'crown', 'subject', 'child', 'hand', 'office', 'material', 'horse', 'water', 'place', 'book', 'garbage']","[2118, 1574, 1522, 1246, 1213, 972, 713, 623, 577, 556, 543, 492, 449, 435, 419, 389]","['needle', 'record', 'cell', 'car', 'weapon', 'container', 'document', 'equipment', 'bag', 'glove']"
1910,distribute-dobj,"['water', 'book', 'food', 'power', 'justice', 'weight', 'bread', 'seed', 'point', 'light', 'office', 'paper', 'material', 'centre', 'center', 'arm']","[1461, 1346, 997, 883, 759, 688, 579, 570, 567, 519, 482, 475, 456, 314, 283, 280]","['model', 'flyer', 'brand', 'ingredient', 'file', 'key', 'poster', 'equipment', 'film', 'control']"
1910,divide-dobj,"['water', 'world', 'line', 'church', 'root', 'people', 'weight', 'power', 'house', 'city', 'body', 'field', 'light', 'subject', 'area', 'skin']","[4798, 3278, 2876, 2437, 2336, 2107, 2086, 2034, 1943, 1701, 1651, 1338, 1258, 1160, 1144, 1018]","['image', 'screen', 'berlin', 'level', 'dough', 'rise', 'catch', 'network', 'worker', 'cycle']"
1910,do-dobj,"['justice', 'office', 'action', 'life', 'bit', 'man', 'piece', 'return', 'child', 'people', 'rise', 'hair', 'washing', 'fly', 'heart', 'world']","[152355, 14531, 13741, 5060, 4416, 4159, 4117, 3569, 3084, 3030, 2581, 2484, 2073, 2005, 1883, 1823]","['fieldwork', 'film', 'television', 'flip', 'makeup', 'crossword', 'quilt', 'screening', 'circuit', 'employee']"
1910,do-nsubj,"['man', 'people', 'father', 'woman', 'child', 'king', 'christ', 'boy', 'person', 'mother', 'justice', 'friend', 'girl', 'predecessor', 'brother', 'church']","[91606, 39390, 29536, 19650, 16613, 15408, 10304, 9911, 9433, 9422, 9167, 7883, 6252, 6215, 5824, 5509]","['sibling', 'computer', 'communist', 'counselor', 'designer', 'server', 'network', 'laundry', 'support', 'button']"
1910,do-pobj_prep.by,"['hand', 'man', 'person', 'woman', 'authority', 'power', 'people', 'machine', 'engine', 'officer', 'body', 'child', 'individual', 'friend', 'machinery', 'king']","[6649, 4553, 3341, 2285, 2149, 1912, 1912, 1433, 1218, 1210, 1188, 1131, 1095, 1072, 1056, 936]","['computer', 'bomb', 'economist', 'technician', 'male', 'center', 'scientist', 'user', 'human', 'phone']"
1910,do-pobj_prep.in,"['case', 'power', 'world', 'life', 'place', 'body', 'house', 'school', 'field', 'city', 'course', 'line', 'connection', 'style', 'return', 'form']","[42490, 36367, 20031, 14634, 8155, 6417, 4479, 4321, 3997, 3422, 3399, 3311, 3053, 2853, 2595, 2308]","['bedroom', 'car', 'human', 'bun', 'parallel', 'model', 'reverse', 'film', 'sequence', 'rat']"
1910,do-pobj_prep.on,"['earth', 'side', 'scale', 'subject', 'ground', 'board', 'return', 'stage', 'foot', 'spot', 'road', 'shore', 'line', 'coast', 'field', 'paper']","[7252, 3755, 3486, 2078, 1804, 948, 719, 649, 622, 505, 504, 487, 468, 455, 425, 390]","['web', 'screen', 'computer', 'site', 'date', 'internet', 'television', 'tv', 'structure', 'model']"
1910,do-pobj_prep.to,"['man', 'memory', 'people', 'person', 'king', 'glory', 'mankind', 'body', 'friend', 'child', 'enemy', 'soul', 'church', 'father', 'master', 'heart']","[5383, 3699, 3670, 2840, 2641, 1977, 1587, 1513, 1477, 1441, 1333, 1280, 1150, 960, 917, 914]","['personality', 'kid', 'shore', 'human', 'guy', 'baby', 'area', 'black', 'movement', 'web']"
1910,do-pobj_prep.with,"['man', 'life', 'case', 'people', 'hand', 'subject', 'child', 'world', 'heart', 'woman', 'formation', 'story', 'power', 'book', 'system', 'person']","[7079, 6480, 6278, 5086, 4974, 4769, 3385, 3152, 2831, 2711, 2409, 2362, 2249, 2221, 2194, 2188]","['film', 'kid', 'guy', 'background', 'goal', 'file', 'mirror', 'objective', 'shift', 'computer']"
1910,drag-dobj,"['body', 'foot', 'boat', 'chain', 'man', 'gun', 'cart', 'canoe', 'leg', 'anchor', 'sledge', 'cannon', 'life', 'net', 'piece', 'plough']","[2144, 1533, 1349, 1059, 940, 891, 826, 823, 808, 789, 767, 722, 519, 398, 394, 379]","['file', 'clip', 'pointer', 'button', 'point', 'bar', 'queen', 'corner', 'mouse', 'slider']"
1910,drain-dobj,"['water', 'cup', 'area', 'glass', 'swamp', 'valley', 'slope', 'blood', 'soil', 'drop', 'ground', 'purse', 'field', 'tile', 'basin', 'bowl']","[3094, 2169, 1920, 1448, 1182, 759, 659, 645, 571, 535, 490, 478, 403, 395, 352, 324]","['lobe', 'vessel', 'wall', 'pole', 'pasta', 'drink', 'beer', 'reserve', 'resistance', 'organ']"
1910,draw-dobj,"['line', 'sword', 'water', 'curtain', 'foot', 'blood', 'chair', 'bow', 'bill', 'parallel', 'veil', 'hand', 'knife', 'pistol', 'paper', 'circle']","[68594, 43871, 24919, 10846, 10732, 8930, 7142, 6675, 6301, 5574, 5286, 5239, 4869, 4837, 4349, 4003]","['strand', 'drape', 'tourist', 'worker', 'clock', 'style', 'fan', 'viewer', 'fiber', 'marble']"
1910,draw-pobj_prep.by,"['horse', 'ox', 'mule', 'hand', 'dog', 'author', 'bullock', 'pony', 'steed', 'yoke', 'engine', 'elephant', 'animal', 'power', 'pen', 'pencil']","[43357, 8622, 5811, 4013, 2320, 2313, 2007, 1412, 1155, 1015, 952, 815, 735, 685, 668, 639]","['system', 'worker', 'computer', 'study', 'subject', 'bureau', 'user', 'patient', 'scientist', 'circuit']"
1910,draw-pobj_prep.from,"['source', 'point', 'life', 'centre', 'class', 'study', 'book', 'case', 'world', 'body', 'memory', 'model', 'fountain', 'center', 'well', 'bosom']","[11566, 7591, 7243, 3062, 2238, 1625, 1583, 1287, 1230, 1179, 1158, 1128, 1079, 993, 990, 875]","['worker', 'ministry', 'site', 'setting', 'episode', 'film', 'market', 'background', 'panel', 'deck']"
1910,draw-pobj_prep.on,"['bank', 'side', 'paper', 'glove', 'wood', 'scale', 'ground', 'shore', 'surface', 'beach', 'spot', 'board', 'banker', 'stone', 'subject', 'map']","[2388, 2354, 2120, 1971, 1383, 1121, 996, 929, 909, 900, 757, 722, 649, 622, 604, 537]","['record', 'support', 'study', 'set', 'network', 'image', 'framework', 'form', 'area', 'layer']"
1910,draw-pobj_prep.to,"['point', 'side', 'scale', 'subject', 'line', 'place', 'base', 'shore', 'surface', 'life', 'centre', 'window', 'circle', 'spot', 'christ', 'head']","[5966, 4373, 3888, 1520, 1230, 865, 836, 808, 789, 763, 678, 548, 536, 522, 463, 449]","['paper', 'stop', 'document', 'story', 'area', 'threat', 'gap', 'parallel', 'material', 'screen']"
1910,dress-pobj_prep.in,"['clothes', 'costume', 'robe', 'uniform', 'suit', 'coat', 'garment', 'gown', 'garb', 'style', 'attire', 'silk', 'habit', 'skin', 'jacket', 'shirt']","[9599, 8394, 7578, 6239, 5080, 4454, 3415, 3175, 3010, 2957, 2532, 2280, 1987, 1637, 1476, 1438]","['outfit', 'sari', 'denim', 'tuxedo', 'underwear', 'top', 'raincoat', 'tie', 'camouflage', 'layer']"
1910,drink-dobj,"['water', 'wine', 'tea', 'blood', 'cup', 'glass', 'beer', 'coffee', 'milk', 'liquor', 'bottle', 'toast', 'brandy', 'champagne', 'hemlock', 'drop']","[50570, 38622, 20895, 18051, 15918, 14743, 8790, 8282, 6295, 5449, 4066, 2325, 2267, 2030, 1787, 1752]","['system', 'buddy', 'pop', 'booze', 'source', 'establishment', 'martini', 'cola', 'straw', 'bourbon']"
1910,drive-dobj,"['enemy', 'horse', 'cattle', 'home', 'nail', 'machinery', 'wheel', 'people', 'man', 'car', 'machine', 'pile', 'cow', 'cart', 'mill', 'engine']","[15257, 8447, 6622, 4807, 3908, 3710, 3646, 3185, 3157, 3094, 2885, 2845, 2461, 2460, 2426, 2332]","['display', 'market', 'circuit', 'formation', 'jeep', 'taxi', 'downtown', 'range', 'equipment', 'amplifier']"
1910,drive-pobj_prep.by,"['wind', 'engine', 'power', 'motor', 'water', 'belt', 'wheel', 'man', 'hand', 'fire', 'boy', 'turbine', 'gear', 'shaft', 'woman', 'weight']","[7675, 4811, 3237, 3111, 1210, 976, 932, 902, 789, 656, 598, 514, 439, 395, 377, 368]","['crankshaft', 'officer', 'amplifier', 'pulse', 'computer', 'market', 'objective', 'employee', 'model', 'goal']"
1910,drive-pobj_prep.to,"['house', 'station', 'hotel', 'place', 'bay', 'wall', 'door', 'street', 'church', 'market', 'shore', 'mountain', 'camp', 'point', 'office', 'palace']","[3102, 2194, 1890, 1361, 1312, 1262, 1254, 785, 688, 688, 641, 628, 626, 602, 550, 541]","['airport', 'center', 'site', 'area', 'motel', 'basket', 'level', 'studio', 'campground', 'mall']"
1910,drop-dobj,"['subject', 'anchor', 'hand', 'head', 'line', 'bomb', 'curtain', 'arm', 'piece', 'stone', 'handkerchief', 'seed', 'rein', 'gun', 'book', 'knife']","[4928, 4851, 3359, 2977, 1788, 1365, 1274, 1168, 906, 903, 874, 792, 765, 755, 746, 724]","['control', 'phone', 'trouser', 'pant', 'gear', 'support', 'level', 'file', 'funnel', 'table']"
1910,dry-dobj,"['clothes', 'fish', 'meat', 'source', 'gas', 'skin', 'spring', 'soil', 'clothing', 'fruit', 'fountain', 'milk', 'foot', 'hand', 'paper', 'hair']","[4686, 1861, 1438, 1285, 906, 833, 686, 641, 641, 632, 568, 478, 467, 458, 455, 448]","['step', 'pepper', 'bowl', 'cycle', 'ingredient', 'fabric', 'equipment', 'laundry', 'dressing', 'system']"
1910,eat-dobj,"['bread', 'food', 'meat', 'dinner', 'fruit', 'supper', 'breakfast', 'meal', 'fish', 'grass', 'apple', 'egg', 'lunch', 'heart', 'piece', 'corn']","[34396, 23497, 17429, 17256, 15302, 11227, 10688, 10227, 6500, 4914, 4422, 3795, 3666, 3318, 2966, 2701]","['yogurt', 'burger', 'area', 'hamburger', 'patient', 'pussy', 'spaghetti', 'pizza', 'fiber', 'human']"
1910,edit-pobj_prep.by,"['son', 'smith', 'wright', 'green', 'dobson', 'wife', 'hunt', 'hill', 'author', 'friend', 'hall', 'wood', 'brother', 'bell', 'white', 'ward']","[1940, 1471, 1190, 1188, 909, 806, 694, 670, 652, 585, 483, 481, 457, 430, 421, 419]","['van', 'diamond', 'university', 'glass', 'steward', 'press', 'ray', 'berg', 'booth', 'helm']"
1910,educate-dobj,"['child', 'people', 'son', 'boy', 'man', 'family', 'girl', 'woman', 'class', 'race', 'teacher', 'citizen', 'master', 'pupil', 'student', 'native']","[21159, 6286, 3026, 1924, 1119, 1111, 1019, 843, 714, 564, 536, 446, 410, 390, 375, 365]","['maker', 'viewer', 'user', 'kid', 'scientist', 'resident', 'judge', 'university', 'manager', 'doctor']"
1910,effect-dobj,"['escape', 'junction', 'retreat', 'ruin', 'movement', 'accommodation', 'return', 'crossing', 'measure', 'establishment', 'descent', 'connection', 'mixture', 'partition', 'action', 'balance']","[16926, 9173, 5202, 3222, 1458, 1416, 971, 738, 662, 479, 456, 387, 343, 339, 289, 283]","['level', 'decline', 'shift', 'study', 'joint', 'goal', 'link', 'objective', 'split', 'structure']"
1910,emanate-pobj_prep.from,"['source', 'body', 'people', 'authority', 'point', 'pen', 'sun', 'person', 'press', 'centre', 'power', 'school', 'heart', 'man', 'office', 'pole']","[2719, 1366, 1192, 1062, 1059, 790, 755, 479, 460, 406, 367, 364, 321, 264, 261, 239]","['hole', 'level', 'structure', 'area', 'movement', 'kitchen', 'site', 'core', 'plant', 'node']"
1910,embody-pobj_prep.in,"['form', 'bill', 'person', 'book', 'life', 'institution', 'system', 'action', 'document', 'instrument', 'table', 'church', 'rule', 'man', 'art', 'story']","[4315, 1554, 906, 861, 792, 687, 627, 477, 340, 335, 333, 329, 328, 298, 249, 220]","['family', 'worker', 'fig', 'equipment', 'network', 'study', 'body', 'set', 'point', 'stock']"
1910,embrace-dobj,"['life', 'subject', 'world', 'area', 'range', 'system', 'child', 'case', 'son', 'point', 'form', 'friend', 'class', 'field', 'wife', 'man']","[4538, 2751, 2666, 2380, 1978, 1828, 1816, 1529, 1498, 1342, 1283, 1235, 1128, 1061, 955, 895]","['framework', 'internet', 'justice', 'cosmos', 'medium', 'market', 'model', 'objective', 'level', 'goal']"
1910,emerge-pobj_prep.from,"['wood', 'water', 'cloud', 'egg', 'place', 'door', 'stage', 'room', 'defile', 'mountain', 'house', 'gate', 'tunnel', 'ground', 'surface', 'shell']","[2532, 1515, 963, 754, 677, 553, 539, 535, 499, 474, 474, 417, 414, 387, 366, 364]","['bathroom', 'story', 'structure', 'book', 'rule', 'column', 'movement', 'table', 'material', 'model']"
1910,employ-dobj,"['person', 'hand', 'power', 'people', 'teacher', 'man', 'measure', 'form', 'art', 'pen', 'woman', 'instrument', 'arm', 'weapon', 'clerk', 'system']","[7967, 7667, 5982, 3259, 2991, 2868, 2332, 2148, 1990, 1885, 1855, 1777, 1351, 1258, 1233, 1232]","['amplifier', 'technician', 'step', 'computer', 'black', 'scientist', 'transistor', 'network', 'array', 'framework']"
1910,employ-pobj_prep.by,"['author', 'man', 'king', 'court', 'people', 'person', 'ancient', 'board', 'native', 'master', 'contractor', 'teacher', 'authority', 'chemist', 'city', 'church']","[1221, 941, 855, 667, 650, 639, 607, 550, 532, 505, 491, 422, 418, 417, 394, 393]","['center', 'movement', 'library', 'ruler', 'theorist', 'study', 'hospital', 'model', 'user', 'club']"
1910,employ-pobj_prep.in,"['case', 'construction', 'factory', 'office', 'art', 'building', 'connection', 'school', 'mill', 'study', 'defence', 'establishment', 'place', 'house', 'form', 'field']","[7815, 6553, 4877, 4666, 3613, 2514, 2299, 1987, 1886, 1860, 1623, 1581, 1413, 1257, 1204, 1026]","['range', 'computer', 'classroom', 'model', 'film', 'ring', 'center', 'step', 'receiver', 'network']"
1910,empty-dobj,"['glass', 'bench', 'bottle', 'water', 'purse', 'cup', 'vessel', 'house', 'bag', 'box', 'tank', 'vein', 'saddle', 'chamber', 'heart', 'pitcher']","[2368, 1530, 902, 752, 707, 686, 684, 488, 418, 399, 361, 353, 321, 283, 272, 231]","['ashtray', 'wallet', 'dishwasher', 'container', 'trap', 'building', 'tray', 'buffer', 'string', 'clip']"
1910,enable-dobj,"['man', 'person', 'reader', 'operator', 'student', 'observer', 'animal', 'people', 'body', 'child', 'woman', 'system', 'individual', 'water', 'farmer', 'pupil']","[6694, 2652, 1845, 762, 754, 607, 555, 473, 385, 367, 352, 347, 306, 303, 300, 279]","['device', 'transmission', 'storage', 'employee', 'return', 'contact', 'setting', 'display', 'support', 'collection']"
1910,encounter-dobj,"['enemy', 'resistance', 'foe', 'man', 'hazard', 'body', 'host', 'friend', 'terror', 'power', 'wind', 'fire', 'king', 'face', 'person', 'ice']","[4865, 3704, 968, 818, 794, 605, 481, 465, 453, 449, 413, 384, 333, 331, 246, 234]","['range', 'christ', 'level', 'cell', 'student', 'teacher', 'tag', 'system', 'file', 'story']"
1910,encourage-dobj,"['study', 'art', 'people', 'habit', 'soldier', 'formation', 'man', 'movement', 'building', 'establishment', 'friend', 'enemy', 'heart', 'child', 'action', 'resistance']","[2467, 2260, 1401, 1398, 1377, 1301, 1187, 926, 872, 872, 786, 725, 709, 672, 603, 572]","['tie', 'level', 'setting', 'range', 'link', 'balance', 'contact', 'control', 'entrepreneur', 'shift']"
1910,end-nsubj,"['life', 'story', 'beam', 'finger', 'world', 'line', 'case', 'gable', 'butt', 'fight', 'man', 'movement', 'book', 'game', 'prayer', 'upper']","[2614, 1754, 1746, 989, 876, 780, 595, 569, 515, 483, 428, 390, 363, 316, 311, 305]","['sequence', 'match', 'tape', 'ride', 'film', 'call', 'shift', 'control', 'kiss', 'boom']"
1910,end-pobj_prep.in,"['failure', 'point', 'ruin', 'establishment', 'fight', 'formation', 'head', 'claw', 'apse', 'fall', 'line', 'blood', 'knob', 'vein', 'hook', 'retreat']","[5360, 4696, 2604, 707, 674, 660, 574, 556, 513, 485, 477, 476, 466, 452, 439, 438]","['ditch', 'institution', 'rim', 'school', 'park', 'mess', 'cuff', 'area', 'stop', 'camp']"
1910,enforce-dobj,"['action', 'authority', 'blockade', 'bond', 'canon', 'collection', 'habit', 'justice', 'measure', 'point', 'power', 'residence', 'return', 'rule', 'security', 'system']","[232, 4113, 856, 279, 337, 2266, 293, 1015, 2332, 663, 435, 450, 282, 6537, 401, 2197]","['food', 'mechanism', 'ceiling', 'fire', 'model', 'balance', 'level', 'structure', 'set', 'goal']"
1910,engage-dobj,"['enemy', 'room', 'man', 'heart', 'person', 'hand', 'ship', 'king', 'battery', 'power', 'guide', 'boat', 'people', 'lodging', 'vessel', 'teacher']","[5641, 1582, 1447, 1390, 856, 655, 651, 587, 538, 533, 442, 417, 366, 363, 357, 356]","['range', 'stakeholder', 'china', 'user', 'aircraft', 'system', 'viewer', 'contractor', 'drive', 'mechanism']"
1910,engage-pobj_prep.in,"['study', 'prayer', 'action', 'fight', 'game', 'construction', 'life', 'sport', 'fishing', 'line', 'building', 'defence', 'movement', 'course', 'field', 'office']","[6827, 5763, 3300, 3272, 2013, 1885, 1879, 1719, 1708, 1660, 1428, 1383, 1320, 951, 941, 918]","['level', 'display', 'set', 'area', 'contact', 'cycle', 'fieldwork', 'hobby', 'style', 'range']"
1910,enjoy-dobj,"['life', 'fruit', 'beauty', 'comfort', 'prospect', 'power', 'sport', 'meal', 'light', 'dinner', 'office', 'security', 'world', 'glory', 'feast', 'sweet']","[20441, 12081, 5389, 5176, 3924, 3516, 3309, 2575, 2146, 1665, 1631, 1562, 1498, 1463, 1453, 1346]","['level', 'beach', 'outdoors', 'tie', 'snack', 'hobby', 'baby', 'film', 'bite', 'area']"
1910,enrich-dobj,"['soil', 'life', 'world', 'family', 'collection', 'library', 'people', 'church', 'individual', 'soul', 'store', 'ground', 'heart', 'blood', 'earth', 'course']","[2789, 1994, 992, 771, 691, 580, 576, 537, 441, 371, 368, 365, 341, 333, 321, 306]","['medium', 'model', 'water', 'flour', 'bread', 'background', 'food', 'base', 'area', 'humanity']"
1910,enter-dobj,"['room', 'house', 'city', 'church', 'college', 'school', 'hall', 'port', 'field', 'gate', 'ministry', 'door', 'chamber', 'apartment', 'place', 'life']","[103960, 67034, 31977, 23898, 18383, 17637, 14649, 14359, 13588, 13512, 12939, 12898, 12727, 11943, 10619, 10169]","['reactor', 'model', 'garage', 'detector', 'network', 'marketplace', 'string', 'setting', 'freshman', 'intersection']"
1910,enter-pobj_prep.into,"['life', 'heart', 'formation', 'subject', 'world', 'house', 'glory', 'compact', 'construction', 'structure', 'soul', 'bond', 'city', 'head', 'church', 'office']","[11980, 6431, 5404, 4076, 3780, 3512, 3296, 2310, 2310, 2067, 1983, 1911, 1677, 1624, 1389, 1260]","['base', 'box', 'cycle', 'file', 'level', 'table', 'computer', 'model', 'column', 'area']"
1910,equip-pobj_prep.with,"['machinery', 'apparatus', 'appliance', 'plant', 'arm', 'motor', 'engine', 'gun', 'power', 'weapon', 'device', 'system', 'machine', 'brake', 'convenience', 'instrument']","[1327, 913, 707, 706, 585, 573, 559, 538, 455, 402, 398, 372, 360, 298, 297, 264]","['radar', 'filter', 'source', 'column', 'transmission', 'radio', 'missile', 'lens', 'computer', 'detector']"
1910,escape-dobj,"['lip', 'fire', 'hand', 'memory', 'sword', 'enemy', 'snare', 'ruin', 'grasp', 'justice', 'clutch', 'shipwreck', 'action', 'gas', 'control', 'ear']","[5058, 2775, 2554, 2382, 2358, 2210, 1461, 1062, 1026, 962, 929, 929, 890, 852, 758, 689]","['cycle', 'room', 'mechanism', 'predator', 'sequence', 'pull', 'constraint', 'threat', 'family', 'route']"
1910,escape-pobj_prep.from,"['prison', 'hand', 'enemy', 'house', 'place', 'city', 'field', 'lip', 'vessel', 'master', 'room', 'justice', 'fire', 'tower', 'castle', 'clutch']","[5263, 3167, 2559, 1669, 1470, 1448, 1388, 1355, 1149, 1078, 937, 859, 823, 767, 757, 750]","['compartment', 'structure', 'berlin', 'predator', 'site', 'threat', 'balloon', 'core', 'zoo', 'shock']"
1910,establish-dobj,"['school', 'system', 'rule', 'authority', 'power', 'church', 'court', 'bank', 'point', 'connection', 'post', 'line', 'institution', 'form', 'office', 'college']","[26296, 23406, 12484, 8228, 7939, 7722, 7502, 7457, 7448, 6617, 6576, 6329, 6257, 4668, 4249, 3647]","['setting', 'subsidiary', 'map', 'call', 'scope', 'panel', 'threshold', 'ceiling', 'target', 'linkage']"
1910,establish-pobj_prep.by,"['authority', 'people', 'father', 'christ', 'case', 'court', 'board', 'king', 'church', 'predecessor', 'power', 'system', 'rule', 'founder', 'ancestor', 'man']","[3248, 1123, 1031, 874, 701, 652, 625, 601, 545, 380, 371, 307, 294, 282, 278, 261]","['library', 'structure', 'market', 'center', 'model', 'ministry', 'user', 'college', 'scientist', 'movement']"
